node_id,feature
22,"0.5317718511039206,0.05069391054231809,0.4434106154049463,0.7306276397203059,0.942824601679284,0.5265887259721661,0.11708927295685789,0.5546042936705174,0.42099231318766406,0.10366375397833205,0.6438625012023769,0.9759435453512426,0.3801412450000098,0.5656723842244142,0.20061289561033857,0.18471158500976093,0.09204242929950901,0.13612112203203763,0.17330520287276852,0.8358043876141292,0.49461536004560736,0.5240501506788537,0.5697615729024186,0.9807103340480756,0.39200046682767675,0.29177162052810657,0.03985067759464345,0.3733378459059802,0.8543613253034993,0.8007495231606854,0.2940330511110858,0.23566363176929717,0.6404786295623719,0.4083892071385964,0.9441102200775487,0.1428869794527986,0.5477025843547316,0.01632745463713403,0.49940648642437324,0.5730112357053867,0.9205945768262042,0.38850619900836825,0.3955957308317454,0.44836692805981604,0.5076197035611589,0.5924473174889808,0.149401227729283,0.2393428818294292,0.42437836365781034,0.18520972927321722,0.6628083094636104,0.0815833619631281,0.19198474325754833,0.24341195425206508,0.13157794465882733,0.12732000222173523,0.7423473377601014,0.05121407587180837,0.28555821424909444,0.2846507891727498,0.6978607422443673,0.13338430857539307,0.3069172254090675,0.77059809610635,0.20797859459237034,0.8479211447331307,0.9680991407761825,0.9757193063753684,0.15042831174866722,0.8446168960175156,0.1537020105254452,0.3028266425684324,0.8970679709870569,0.7180059590707509,0.938405060793417,0.7347472045754286,0.5179099776437118,0.3852856821586603,0.3900694494205782,0.3538638190675074,0.8799408390627161,0.9195186439596701,0.836974663304277,0.7412662363203829,0.5479249644151641,0.9535277681393453,0.38319144912215863,0.6663446278552748,0.29993274962024385,0.4327777002102794,0.2539305914497805,0.4204558544713374,0.10855594139708669,0.33952188804302597,0.6812886771568857,0.5739943212660601,0.551970851977757,0.20767017270871235,0.9635448918190151,0.06543935292108183,0.8400945392383278,0.9694703048219118,0.9533085883163958,0.5824400467608533,0.22502292057590967,0.8812193647406156,0.4147358752375251,0.737088060621186,0.5596374810527461,0.33856670361995067,0.5277575163630001,0.06850957257475376,0.5472181143413593,0.7734080793950733,0.06653042790342767,0.3997070478983382,0.08733645924015343,0.6309556651248125,0.2955859210662998,0.7016824509313926,0.23541610869571106,0.659511230685683,0.7593649163023997,0.6102448354324835,0.7418602686285047,0.1968405974947205,0.8455345651584018,0.8437975692644704"
23,"0.6606618603401202,0.851220146563889,0.3245176000827119,0.12023599878708036,0.13042096548287652,0.5284350432251759,0.9181249225134597,0.48209658690910917,0.2881764551793018,0.8069060317408021,0.6268409235635504,0.9772155718113543,0.22688885262191183,0.24209032462330482,0.5660938735865552,0.5231305118501335,0.23037250016782307,0.008387982243917569,0.9732875881331382,0.9116227262586547,0.5464498273410066,0.2693456611756778,0.9411458012497348,0.764431965849871,0.9457776326288833,0.6360849010935666,0.5505132769223902,0.533941692995649,0.026997489822091714,0.21920150741513567,0.4657655686910164,0.4510630293082222,0.9592334347752479,0.7004884845701682,0.20427194948571215,0.19002607128820503,0.9614096299066489,0.6793847861308894,0.014087782674190641,0.40585961458246667,0.438796350988338,0.7499249849102275,0.006430769229626265,0.9176297082199366,0.5677740993388256,0.7973631229191807,0.8629264151050863,0.39094120820278866,0.07777497258126087,0.44412515478923964,0.4956986145572023,0.016813535759346188,0.9293529758168976,0.10936425957419127,0.6808812439529397,0.8298588434860875,0.4137200791857989,0.38586391113729024,0.02112299942018414,0.6588714894183865,0.35686341667884947,0.1746465539420673,0.9692124531128528,0.83460098396752,0.05451164813280096,0.9752876842487077,0.09508276919090664,0.1969884268649581,0.25873869413378714,0.38784341807124345,0.7457361330272081,0.7588229564016362,0.24071864170941182,0.43134109370424867,0.08375303228501141,0.14440037225195668,0.922608874138155,0.35801835745392996,0.9362563966609099,0.9652746274772338,0.648522572830494,0.28934707730005627,0.008727857084172341,0.4627158809677425,0.5235452974200274,0.9128600726947191,0.558460755717874,0.24714321147638296,0.18289592771801355,0.6550548612616421,0.5717689981603239,0.6981798457053318,0.4009029571116922,0.7716650711642782,0.31535703716891184,0.21239738107433415,0.056050944691312554,0.1668305535851442,0.4811726840903068,0.8670005626531161,0.3330659026513174,0.6315640421157152,0.33119134688157603,0.6393147152700103,0.5132660396453453,0.3990099693869341,0.8420736556113492,0.6721747887054217,0.30559266789206807,0.31981478171764854,0.6197830106504225,0.656868648078218,0.2788624884661617,0.8805686318608157,0.16357045184272956,0.44484494053351975,0.06752727303570649,0.4663756574720228,0.6518036216948606,0.8859421245274341,0.16133531882552832,0.47819757194993584,0.43929648203748384,0.928107548816217,0.16852419870218005,0.7819936445000754,0.03354631536336905,0.7335939955462735"
24,"0.9265569522163823,0.998692959756935,0.6850902250953662,0.1827660340984436,0.23927326368711543,0.3393304734343603,0.8000477762239767,0.7293361272247546,0.7672253645999407,0.9772010953920971,0.6274429258637509,0.48332985376778614,0.07965132090894456,0.6011643868925073,0.04022217038644271,0.27729681293841857,0.37745213798981425,0.7009643015960396,0.17762555152524295,0.9669552531607714,0.29800894201639605,0.4064933303796341,0.9867447230883708,0.9446933146928614,0.38216833575650133,0.9552895008925629,0.054669527926377914,0.8552287632429357,0.01024730914680605,0.3396932268232872,0.4611953243283021,0.658887642345781,0.8901814725269268,0.3655866239921507,0.11750001796781429,0.30937784857733364,0.03232942136426731,0.5737848986719264,0.6973336494144629,0.46917706085748123,0.5220749947201202,0.3223685749960542,0.9212592416562901,0.20344361982944315,0.3986755691399999,0.7467243529985776,0.9004643410076582,0.1446056775393204,0.5608337179113482,0.58319075013277,0.32476710152945754,0.40879887762360745,0.03709136896575671,0.7047899596297199,0.06150189528700334,0.07760935920632661,0.7956175707981161,0.28808296788137777,0.567255550638352,0.42224222886589735,0.806499533977934,0.5808521370989196,0.4068297366317426,0.02534785486269675,0.45238363198911336,0.2490873172995366,0.8294969326993498,0.09048696461330041,0.22520336495219617,0.8851763347020238,0.1311310344948211,0.9377823953384005,0.7293815439831128,0.18389395732516733,0.05413990468204244,0.6842435174496035,0.8890192335358453,0.7302139011451966,0.17491189308937916,0.39172710150766477,0.30459716696181804,0.239017965171327,0.032899913995399044,0.17097697503292564,0.35890666640176716,0.35143345165626094,0.24481128055708135,0.2380598808485922,0.20900658981835807,0.9540521637727077,0.310069198474183,0.8528058967848742,0.5460685373644448,0.37207504971986194,0.23726826172861637,0.1870851702118489,0.5955655394050257,0.9856970720921605,0.8641161618173955,0.8376693742528449,0.43032427444537813,0.7373029149044178,0.30818674364564747,0.3578677802366038,0.5574326481947904,0.6251250258036988,0.6738073917962626,0.7926517685183314,0.2767133245410992,0.5182941204190632,0.3382536116243695,0.32970420833628644,0.8561220862004585,0.4981614841314419,0.026518688445394623,0.21871773607612122,0.3686303339538791,0.18790133713759571,0.6508172847214764,0.6716427991236533,0.07117637641150187,0.7839961964827001,0.49074765599934334,0.8309633391494041,0.8775195707233838,0.870075122097606,0.27288570119243927,0.670779850728742"
25,"0.8880489705818164,0.5425525024981962,0.1052712124827343,0.233838694066119,0.9335074345917816,0.3493540986057906,0.06109881990256005,0.36086893454787217,0.05682453027243339,0.814264881659187,0.4298163829944365,0.5898631683862341,0.5407413671048594,0.9066574142843131,0.31076833526703007,0.5030570930343127,0.8067956946812394,0.04066063283563104,0.9166382812387258,0.25313585425766805,0.3053131914078385,0.5784055346431612,0.02144530916937848,0.461232266164185,0.8848398454354253,0.926880637398152,0.6512273364018014,0.1307870231204905,0.3253990719811938,0.20459459323373685,0.04774759181003174,0.5158864294208363,0.41615019663191166,0.1371900479347965,0.7735129576179892,0.575871020790064,0.28492994449989284,0.8744648340123821,0.7596066621400224,0.43113374271567484,0.8730102724435185,0.2644863327555925,0.9896736349180058,0.8154158973552403,0.5667330080614931,0.11532218066051336,0.042582919748820225,0.4862912943269021,0.6808214321262015,0.27232713477736714,0.26471361117975223,0.9690513871594559,0.018618256944530898,0.4911971457840322,0.655626432935105,0.9552439632602027,0.8238958585166897,0.061918830086736265,0.5710399375872923,0.8629363143944038,0.551268105087747,0.5317077111531234,0.6226546068324785,0.7381373671295202,0.8215387575863838,0.2947884370009767,0.39710139561307056,0.17383472587401272,0.3621606309238947,0.5245959802103055,0.3059266135836959,0.465450263045606,0.5258715879832001,0.5554992059804759,0.7730979341965318,0.4448275387051893,0.9140181117915916,0.529274437769295,0.03341577384000072,0.9942269527362916,0.4243154120951603,0.8660010469771674,0.2708366666664629,0.05659723656784954,0.024235562684235434,0.4201733340418764,0.6949549084429286,0.9832826039726167,0.22690030641246817,0.6344904507984774,0.07116643668948985,0.06524268037172187,0.05099827201079943,0.14153443114680253,0.7284730900992794,0.757259266277413,0.6812807283629486,0.9760911223680084,0.0856054653718058,0.20691773091616705,0.9611911869456188,0.9237465104355689,0.15206532405000228,0.9526747171813679,0.7058498852362153,0.3738102829185208,0.4937239543575429,0.8436992126945994,0.5311860589389317,0.1991635048127528,0.7028319679580882,0.2173621167849642,0.7849022599214952,0.938676826188293,0.8460825937582025,0.30011755997298417,0.5585680092365862,0.21350323487437972,0.8425771160144552,0.2797290671552666,0.6769117770366142,0.7189915793414164,0.30596640565965116,0.26961965456505177,0.6920348590504861,0.03603512068728043,0.5343398367978915,0.35334718498904716"
26,"0.7626577070765175,0.6469557715669004,0.8055622804410636,0.887892030252175,0.3658002417940108,0.768089529699058,0.8476255091836761,0.6403223852361491,0.9783535358685918,0.6862769513847478,0.8634667990603692,0.503431472570672,0.7806337975009875,0.49819195087723966,0.44009612849472035,0.38459161000829156,0.8580543675536403,0.9848276325030904,0.8217571732259049,0.891975896066257,0.732247430575242,0.8877229041377008,0.017148479899855462,0.3073123258367704,0.7415397442373741,0.29121347104417195,0.3682318135924717,0.6694393338153602,0.4198695363061056,0.2223141010687617,0.29751811897398406,0.9889531437655265,0.7813108280880909,0.18531367407689248,0.40232597288366057,0.3422412758776915,0.04781928177133543,0.547412014403926,0.424062620740408,0.4622240228615717,0.9081788301629561,0.5281231005825283,0.8572237170755991,0.8121761834891846,0.3503974393062754,0.9408999827984196,0.36856250832481574,0.9142751122736177,0.9394595228078896,0.5556796561269334,0.4013181284279812,0.7360063581273141,0.9079183899719071,0.30750918936507154,0.4272953446159875,0.45861354881833616,0.3426807794225468,0.11322413659706942,0.41285466364299994,0.10583901393111517,0.48561752389882484,0.08836096078147526,0.15806933586398442,0.6376546789978519,0.03126295315904426,0.03307827081331027,0.76136086374592,0.8654473037884785,0.5059813758729326,0.05659494726223491,0.6941520321944926,0.2936740596345264,0.6533471022687394,0.06231933089466435,0.39146424320766016,0.6113240355727295,0.1795869101726455,0.07797334264201183,0.35599353674450507,0.6170859491561208,0.3371240630417659,0.9340920276295708,0.39343417454387586,0.6142597447296001,0.30608609225825556,0.8665200422172818,0.6054478816183798,0.6635965374581094,0.20963697103593404,0.7990862612664049,0.8119212985252349,0.8179757695122218,0.5245484798612274,0.7868801612307434,0.061089015024402005,0.8331106116947948,0.5616909500236293,0.8447965765385664,0.13117372719857034,0.8060275566265842,0.2858784780550243,0.7206334491451614,0.18407696122096928,0.3122668043723653,0.4541607443982969,0.8519427460764043,0.806771184626103,0.20660941316318682,0.5252959576292499,0.3035840697796237,0.12181410663532455,0.36635518269597767,0.03453213627687668,0.13136085795060848,0.24434275125556015,0.21051637409727197,0.9471268818168314,0.703104261345878,0.3985819712734727,0.9615505203361077,0.18410322190517925,0.5122157591287447,0.6896243151877725,0.2772882897677169,0.4028179261617173,0.28947016035261497,0.9842665702109851,0.7697201561120529"
27,"0.8086374351792208,0.5062442105081718,0.031464721609490764,0.07676018080366775,0.9257984036522487,0.49292959685332527,0.37636687845206507,0.22368891770914057,0.12842390259692116,0.3318680340332062,0.9605854185465703,0.8419697730840758,0.5362001935681485,0.478387246469163,0.09510322631405266,0.9400360599903439,0.06510967461796102,0.05502515063729074,0.3110818358984416,0.8386771050726372,0.37871839175214383,0.5234243149358916,0.09554353855607023,0.2418399260969354,0.610408406201752,0.48772332460205536,0.07953569480362332,0.6111490057265883,0.2680982718037873,0.5383030791211757,0.9208579039593793,0.65066142024396,0.48359496288915726,0.06509513526028232,0.7628355349511238,0.036886047246571185,0.36784080423454213,0.14289822158882937,0.27835032631934586,0.9293157841729011,0.5595073818654851,0.6107957747424193,0.9609636842056931,0.9518552725197927,0.9942347778561565,0.9173310116476643,0.9775385177827342,0.6666451536570773,0.21142121679077552,0.21146365645528675,0.30891344219392425,0.9108245181037765,0.02692267699377382,0.7633884714830037,0.022189385790144733,0.9391478776424429,0.8212858055046973,0.7954261894107025,0.5653942283924335,0.9404595729747353,0.33976036981806823,0.8671110469984814,0.5439895508444101,0.5556094162270003,0.9034843679270482,0.9764519705683312,0.460138866691841,0.705895863417369,0.10132812889762588,0.43944698213080524,0.047228339173571166,0.9936933702379852,0.9379697377696641,0.6544876509546524,0.5524064889666641,0.7203412294232628,0.6244937404871627,0.7463682054472986,0.8372993188058135,0.5367352353260361,0.19243240720425348,0.8716643991567108,0.5158172396960278,0.8914309198421477,0.09872297771060679,0.691391657391033,0.06305663183590005,0.29751114673816437,0.9367169141832297,0.5656241435993264,0.7735487824231745,0.9103485302609393,0.21576194239820545,0.08604859418431032,0.2778918256280827,0.5929295611995509,0.4527824089276321,0.24180366366373918,0.13225761005817993,0.945608320974854,0.8025321709891031,0.6135978632441119,0.05246769616294522,0.8989476520829326,0.7438342713551829,0.4483676554643625,0.7617793282496851,0.43332121076817265,0.9272435975727087,0.0446644040453027,0.9477757141265274,0.10831049959715833,0.39822334235398793,0.387279832015897,0.8938685332262959,0.7865858993796317,0.5849701754212018,0.4773108087938742,0.8903578735897105,0.6620814059210745,0.5742548697259434,0.9343007571231506,0.12105134635214909,0.34027063736773,0.27602028943338097,0.5238451705441225,0.6666460634160448,0.5705911798167209"
28,"0.6999637672804406,0.03163476981693547,0.004030926779857502,0.5505100358967442,0.14570277924202313,0.5505574981492707,0.701573107253182,0.11446956751803372,0.5448095803223787,0.2208028745884979,0.6573583377407342,0.357343434331294,0.43913833397212454,0.756776497862545,0.8670870898134989,0.6645662560131088,0.07476319702831835,0.3870331314657135,0.38397866841592676,0.3216697426778591,0.7744765706636668,0.7340908892282703,0.10438601617635901,0.6461782687462091,0.04902628662611097,0.8464208031298489,0.3261354315868146,0.39341892486375507,0.13304391764132384,0.438640559136129,0.2075101418137808,0.08457116449363167,0.6475058125503705,0.3967307168605996,0.5809015944965686,0.3471075266856055,0.11749379492999856,0.2553667204543403,0.8003769761074697,0.6115085759128861,0.15777050637383538,0.5134619095280771,0.6935348065872693,0.9954119280564341,0.630644300385927,0.9216523471557532,0.016785730037274238,0.8508573766356475,0.09751535697671188,0.21856213009342484,0.4436424822812546,0.8346262338968534,0.9300546636322002,0.5168000629473125,0.5043738148167709,0.3712554694747773,0.3939048235961815,0.7351917292672625,0.5689724998359441,0.6561112052035939,0.5710333117374903,0.6458398940120574,0.37116986150614995,0.19867845863271338,0.24706647859579034,0.6458136805944247,0.8290184646049484,0.6286993881600972,0.2206338223931067,0.8226844934874492,0.8353752208776922,0.978773490555611,0.3652631869445607,0.45518374024828756,0.8027571676174488,0.9269698320492412,0.13383000959677815,0.5125465492095722,0.5499392828496213,0.2577891547621679,0.11190225879897742,0.46552216666988167,0.822671983447223,0.010810560751861487,0.8667866068765128,0.47665532158185786,0.4383425551536566,0.23453179883305275,0.5132568654722696,0.6315538700695824,0.9052135820999893,0.36038419951097145,0.5428469142169299,0.8199650452453489,0.05066291083385355,0.6591922433172754,0.06933006997193014,0.17788972055780983,0.5246725037175551,0.8816456329158094,0.7199883499722695,0.8020073531483688,0.8816289467908623,0.4978247464093982,0.47031286762698754,0.7680945499926882,0.6776161462219041,0.05533522575506644,0.3120879296994631,0.3515144584023826,0.29365684544418424,0.6824768572898136,0.7097572220665466,0.9397175695233922,0.37415633122923797,0.463848487158539,0.5684254989850862,0.6075112315057628,0.8340820980308838,0.2534155662493003,0.6204571130612676,0.41760725778824026,0.6107896055759895,0.4180116993824877,0.1470607423637762,0.8368928107795158,0.586452257406721,0.6113440799096348"
29,"0.9678486609438334,0.810755342446929,0.7641782981445895,0.20443313857621193,0.020380198239368985,0.6877653923273781,0.17397826246539472,0.37950761872629946,0.07775652681593082,0.5026740161795642,0.04417869150580689,0.9605752832305864,0.7229774805088229,0.5101052554764461,0.5144828326861204,0.061430061193221586,0.8602442283487699,0.20083777245233914,0.9599361087559204,0.9155540426227453,0.008813500450802092,0.3168825612122109,0.5714070629390496,0.3752225617593796,0.17080292283077658,0.46760581772642895,0.4050617856794013,0.027948245956619377,0.8926025090735954,0.4018667181110678,0.5837721498960387,0.042179058959545546,0.8771631726070744,0.8571178964970377,0.04402687895881052,0.4906367509557119,0.3619878970321455,0.382004405379876,0.792627108847593,0.8916914199939293,0.7503639478869962,0.6781681637723352,0.6379049091112764,0.16031805022422374,0.5709571674321219,0.40398554163167544,0.041167494251837966,0.06389828287131749,0.675307289253764,0.11631981576490158,0.9796010871133506,0.7089245528852478,0.7440495270127067,0.7127821968156378,0.5729214558755755,0.8798973519068216,0.7391568126201398,0.7919481124054003,0.9989692914399123,0.7541291294671466,0.9607000955306857,0.7147256821776299,0.3214522759126168,0.8310089680761201,0.29563525133528623,0.8518378311708934,0.45391907855737046,0.01417655183861477,0.6729012707720144,0.04671937874460419,0.03639675104214579,0.3382884421998684,0.19656631635778887,0.6147745957145262,0.7671084671612595,0.044167980651296346,0.3784590514126376,0.1622834650414885,0.7966523983096581,0.4223191048975887,0.09101888933267854,0.8025183231216634,0.9527814718339306,0.5307768203910307,0.2513872690563985,0.20778994116870708,0.18251549109351306,0.5414996972114678,0.16953298139935902,0.9763005134540147,0.3390401551016543,0.9807419158410569,0.10611116272234022,0.9620929962810415,0.338699077032262,0.7220499132217171,0.912507225262978,0.7402898881011074,0.2302325258485335,0.9589830665798604,0.30423552679260013,0.7015864367421559,0.7721410986516819,0.5461971153593498,0.7701671281015364,0.9296174619927535,0.6291740927746329,0.2827312077619808,0.6286801675968314,0.6351859176485638,0.18619698868960022,0.894476575063869,0.5843465380976032,0.5650272491746631,0.4024318985705324,0.5927209661484041,0.3024843232956328,0.5895741183735626,0.909193078424737,0.5241601661606691,0.049868592513162446,0.6511793883174474,0.8755932982971913,0.4757194356768363,0.4960641152215901,0.21378210069882297,0.00573530302442482,0.7293527312832245"
30,"0.1484377645396162,0.759286977600261,0.12201738220311009,0.4821892900320959,0.6049925625079312,0.6006186699647738,0.9146111290279288,0.6438456439414081,0.32823870032826297,0.7253522639891822,0.6437379375288008,0.9548965430376255,0.42168168986319776,0.6378096557378445,0.15956733589550376,0.18250207370952698,0.591751146123041,0.8738609928747549,0.9310880514656263,0.3951730637365716,0.7213808180838368,0.27970743942411447,0.9598911155922277,0.1136982567259569,0.5561159746957881,0.2501685567649672,0.06727363572876521,0.9878055865554958,0.6305297002637886,0.7303898123075814,0.16382509338708362,0.15776966440003737,0.13569551342640918,0.3081315883075332,0.6451546181325236,0.8568625238730995,0.6876997204581664,0.12805393165593437,0.7008299882422546,0.23431030382620466,0.3963151942544916,0.7180262029343311,0.19745344678251553,0.224316739450652,0.332055566856172,0.8210736992011419,0.9039463557557764,0.12141355797220865,0.4002408120031966,0.03736824729513488,0.8669824816821399,0.8383657154507931,0.912085916636865,0.5043702584802369,0.4392867936778344,0.0319320037827352,0.1400684991339034,0.8260026387036565,0.9984462137782644,0.30179797387515406,0.016785555562740306,0.3831118696031266,0.27150426187086774,0.9613758939548047,0.5723403467875132,0.9750471428239582,0.024751994911629827,0.8788552068714138,0.2730282170597156,0.4581253329956444,0.3263079788361418,0.29806558207913314,0.6415394456296432,0.6744774609725016,0.43485393876977274,0.5195204203301884,0.8279934017440103,0.25421121032976957,0.9407114946590158,0.17470502832165524,0.13453797848227167,0.9224578149813827,0.19999736250105238,0.6554607645285593,0.5491404047905794,0.30646918391454225,0.8596640275206142,0.9131342981163288,0.021323129750477454,0.12977210589139265,0.5061042837171487,0.6535515004102158,0.1289194388399295,0.5927010581499434,0.9807771516623766,0.6131882529471016,0.9970033038602011,0.7367149574931453,0.6065236625688254,0.41339124522138937,0.2997030157002879,0.9916148782778822,0.9914062024350653,0.346156484435181,0.23082320014701485,0.48997757953598564,0.23094744792649324,0.4790132163151364,0.7342949487926501,0.24081139632076565,0.18400573896893568,0.11257338956498164,0.042917067348217874,0.5568299195914617,0.6389525921771375,0.9649870816447557,0.44239289585479524,0.8377601072950295,0.23231994106563547,0.5705900951380759,0.33567217711983444,0.11016641811283212,0.7468874902219785,0.8288484485059231,0.07686103657772259,0.4655177469291353,0.9826058936973999,0.9837735453443867"
31,"0.7762629357796631,0.16699771978742084,0.7753972924370696,0.44866966018918386,0.49259972304617716,0.6469464835290213,0.3418318858957954,0.08792215681786897,0.31249048926955936,0.37171442450853776,0.9559054763551992,0.4217417481531459,0.8387922198910943,0.7593557976227358,0.28984162226944243,0.9740841885090495,0.0774260372825255,0.4872530987046233,0.5755348303562752,0.28189767769090823,0.6733798401776295,0.7554510671209708,0.2424605390323782,0.33441779002575833,0.2597024401903226,0.5718225420617465,0.6625682965302594,0.21051738424228905,0.3648161987130547,0.30411210977923187,0.2832504607641243,0.7888820095247323,0.13847175234396403,0.027208130082573834,0.04229146440705389,0.8199789646019251,0.32138953961816974,0.2992746018156748,0.7466214247098348,0.946128040613893,0.5041147058743976,0.8008774698100796,0.8620179184911095,0.20020244312097635,0.5803625631318803,0.29395438842655197,0.30210883395180854,0.7647694020787857,0.6022604782714603,0.7245912194213548,0.9409462461697797,0.7322048514196026,0.005428208860025596,0.33278105019855164,0.21604632130720425,0.8985018445201921,0.22238070255057063,0.7508913900095819,0.05370211091532007,0.7056151020234585,0.9617743333385373,0.9635761963502381,0.8258200395671307,0.881738512578577,0.23737225142010954,0.4668616368333057,0.22408189567203074,0.47193296463067236,0.38650688460614036,0.23961134714140442,0.596457552004245,0.9731200124214926,0.5169833874077809,0.2268892779597168,0.15332048140330168,0.30808596143468037,0.49452124043570367,0.9060959115606074,0.8880204157142627,0.8279040731484115,0.25530007948569766,0.6494152368782851,0.69425240718503,0.058239539165008125,0.6216185659973199,0.6917999022072593,0.32986617039760424,0.7033388628445741,0.2072351907070924,0.7645929927603496,0.562904580826225,0.7985523221093402,0.7336388185234202,0.655330452399519,0.2346073787949905,0.9511819673920149,0.4572300504414185,0.40715965149211486,0.15782865315303574,0.053737267410712164,0.6774179173169301,0.8992764262502714,0.17247943719575198,0.19246638751764833,0.49571603345405735,0.8238562564926626,0.6685143447193234,0.3832801840842621,0.37499545614644025,0.9412632528545987,0.6463295125453441,0.11503465728950024,0.7086584655953551,0.4561901677775244,0.7785405190438371,0.5060166943258734,0.556380774435889,0.4515955267318501,0.2388366090056424,0.4207735970709602,0.10326992122992518,0.021152396814610785,0.531992443920147,0.35388849257716437,0.1627684566075297,0.10026031063325924,0.29472654999739456,0.479793877086377"
32,"0.436500012301821,0.5308322482343302,0.3319764717798095,0.06799441830770259,0.922539039351246,0.2909057866760899,0.1696691553306645,0.46961337579497675,0.9662147144554801,0.4440187248622227,0.584545131932894,0.2621258671685306,0.8623665709224958,0.9407601511695832,0.23432858632577203,0.5184566861628471,0.03778116292445477,0.7307482640922718,0.8902056986001095,0.9447972019359265,0.5470962398489566,0.6824527802600605,0.1785528439905648,0.6446733107251847,0.1878706396168749,0.584057012662898,0.6029686490253549,0.7183714060394315,0.28319188627000924,0.19860365918975853,0.4028997836094663,0.32604155087645614,0.46909062575537774,0.12501030207616148,0.881858927306054,0.6677313546292326,0.2773873889877463,0.10020278231875912,0.6581972831810041,0.23364767302556122,0.08605431707700828,0.36763029550042425,0.5379718855866461,0.45052326430654244,0.3152022563661493,0.26329998985004377,0.6729284240463902,0.4324556557349304,0.8400680094192147,0.37475947004982446,0.9035789600378578,0.07070017248608473,0.7604713608886825,0.25871755650482664,0.9751997953750885,0.30619253927751156,0.8225186610974637,0.00010502183958716049,0.6834293000532018,0.7910870178096046,0.821429856301184,0.5012399891364884,0.5069981674421746,0.6080163528719327,0.27290932303393334,0.9179003600071143,0.6593227057682224,0.906607122927651,0.5071764462243598,0.5882376279752802,0.3434523780610502,0.7787785818249224,0.062392671850234005,0.7457479941197616,0.1694908858935048,0.2688363055413916,0.09980202324855736,0.5334511348379459,0.5844224219724476,0.36103126289620435,0.1858288285579227,0.7152457752962862,0.12880375398095234,0.5624560497142994,0.5926035887024881,0.3122244245793596,0.7476039963018415,0.6084423917153311,0.08273867904450327,0.4528336549491322,0.6693609684678183,0.2548161737017247,0.10541994025544432,0.39054860920797296,0.3558246687819867,0.5048517061010743,0.8663770124822947,0.42274485306907184,0.5423800921722306,0.34178736045744884,0.7865399536495122,0.6818387952721982,0.7710285545271529,0.6891743710808608,0.8537834613744106,0.5041045281577897,0.29670573174803805,0.5923248527789857,0.8382286643754594,0.09044298023242647,0.08127220783591727,0.7913129255711439,0.7988242294760914,0.5778375720254224,0.16872243713644186,0.0020873415256982275,0.4349338217512936,0.11523262794117017,0.9593529839104772,0.096684117374646,0.9230132501368061,0.12370683113579994,0.953047332575242,0.6427712222160821,0.6543487811716624,0.770092344917079,0.06817440659674623,0.3782844514274609"
33,"0.6871420367184087,0.6023697674903765,0.47013769016333407,0.9560327728237308,0.3257649909791188,0.6186062696753182,0.6861245481639634,0.33906913976545594,0.2589235121931589,0.4347395735344628,0.1765496930512086,0.5490222838205953,0.9706522202312192,0.39962931133075386,0.8947720623447971,0.8238113105230066,0.5961705935968676,0.40290289815842173,0.4257668829781823,0.7930249068507945,0.49748750749094706,0.2952614921949622,0.3444978684147778,0.4298757266963601,0.2344881177380017,0.8949910432015595,0.926008344059481,0.6973682352964116,0.10194430869143734,0.32294728379802284,0.4172809691957292,0.9831046261111013,0.28148168380571725,0.43172005102592637,0.9889841112569061,0.7299741670758169,0.5427790222966995,0.6809525855530558,0.9654198159108938,0.7489321614475405,0.19370276359242455,0.9982945956890205,0.031389713201290026,0.4855077575304263,0.04986617047999353,0.9202692831504472,0.16610444866695018,0.36294569840533875,0.9090069353756192,0.21286920785043106,0.6687293210469739,0.0832225871243969,0.09744916964868111,0.34538964181364606,0.9788820409800826,0.5749519309065783,0.10235687627502765,0.6105258946762409,0.6961202658285639,0.48145216247844236,0.6970796548166356,0.06437398832789643,0.764449114568088,0.8372115359826137,0.4992115281166951,0.8691620408323144,0.41141923839554795,0.12910834685382166,0.4539196497785747,0.1890858325189294,0.6199960169773208,0.9511129212982836,0.656537532521509,0.6339258499611186,0.11406633855017168,0.03766226859734256,0.34230223334980225,0.564374228584984,0.7869177243306756,0.2525602399430069,0.6418410609201451,0.12264298348105673,0.531333311489113,0.44032372076659876,0.6820261314319636,0.9704122332779208,0.8458076971098234,0.3195577825610264,0.2823178602154044,0.30454214270845925,0.48435394798957443,0.556784876931621,0.7534751880321434,0.4232372539974043,0.1735437960006947,0.32200697658039845,0.5044556646046119,0.31039558451569493,0.5276465595556444,0.5786783173192203,0.10099832266673425,0.8478449626827966,0.9518854986391161,0.22080872900117032,0.06470246291036152,0.5314704135690297,0.9471514350929516,0.1954895585336156,0.9832189167713037,0.9725344032713107,0.487398834584594,0.31228748048222676,0.615299282901864,0.4284890602463336,0.055658310654597476,0.3599919293968147,0.6493503072737346,0.5632394591394225,0.9049634265152572,0.7985115409948276,0.5346256565682848,0.23279075255203663,0.6254048595388711,0.15955005000412015,0.708584204692918,0.5999334547007638,0.2530285077715433,0.28800499891992215"
